STD
Strēlnieku prospekts 82 k-1, Jūrmala, LV-2008
Noliktavas iela 3A, Jūrmala, LV-2008
Noliktavas iela 3B, Jūrmala, LV-2008
Jomas iela 24 k-1, Jūrmala, LV-2015
Jomas iela 24 k-2, Jūrmala, LV-2015
Tirzas iela 24 k-1, Jūrmala, LV-2011
Kantora iela 2 k-1, Jūrmala, LV-2010
Strēlnieku prospekts 30, Jūrmala, LV-2015
Salaspils iela 9, Jūrmala, LV-2010
Marijas iela 1 k-1, Jūrmala, LV-2008
Marijas iela 1 k-2, Jūrmala, LV-2008
Vārnukroga ceļš 18 k-4, Jūrmala, LV-2010
Kāpu iela 90A, Jūrmala, LV-2008
Poruka prospekts 63 k-1, Jūrmala, LV-2008
Poruka prospekts 63 k-3, Jūrmala, LV-2008
Vārnukroga ceļš 8 k-3, Jūrmala, LV-2010
Dārzu iela 12, Jūrmala, LV-2008
Mellužu prospekts 27 k-2, Jūrmala, LV-2008
Asaru prospekts 64 k-1, Jūrmala, LV-2008
Ventspils šoseja 17A, Jūrmala, LV-2011
Dārzu iela 18 k-1, Jūrmala, LV-2008
Dārzu iela 18 k-2, Jūrmala, LV-2008
Kaudzīšu iela 16 k-1, Jūrmala, LV-2015
Kaudzīšu iela 16 k-2, Jūrmala, LV-2015
Gāršas iela 5 k-1, Jūrmala, LV-2008
Kleistes iela 3 k-3, Jūrmala, LV-2010
"""Bulduri 1114"", Jūrmala, LV-2010"
Emīlijas iela 14 k-1, Jūrmala, LV-2015
Emīlijas iela 14 k-2, Jūrmala, LV-2015
Emīlijas iela 14 k-3, Jūrmala, LV-2015
Medņu iela 100A, Jūrmala, LV-2011
Skuju iela 6, Jūrmala, LV-2008
Ozolu iela 13 k-1, Jūrmala, LV-2008
Staru iela 3 k-1, Jūrmala, LV-2015
Bulduru prospekts 125 k-1, Jūrmala, LV-2010
Rubeņu iela 11 k-1, Jūrmala, LV-2008
Kaudzīšu iela 7 k-1, Jūrmala, LV-2015
Ķemeru iela 20A k-1, Jūrmala, LV-2015
Miera iela 20 k-1, Jūrmala, LV-2015
Miera iela 20 k-3, Jūrmala, LV-2015
Miera iela 20 k-4, Jūrmala, LV-2015
Miera iela 20 k-5, Jūrmala, LV-2015
Miera iela 20 k-6, Jūrmala, LV-2015
Miera iela 20 k-7, Jūrmala, LV-2015
Edinburgas prospekts 57 k-1, Jūrmala, LV-2015
Baložu iela 3/3A k-1, Jūrmala, LV-2008
Dzirnavu iela 36/38, Jūrmala, LV-2011
Dzirnavu iela 36/38 k-1, Jūrmala, LV-2011
Dzirnavu iela 36/38 k-2, Jūrmala, LV-2011
Dzirnavu iela 36/38 k-3, Jūrmala, LV-2011
Dzirnavu iela 36/38 k-4, Jūrmala, LV-2011
Kleistes iela 7 k-5, Jūrmala, LV-2010
"""Villa Jūrmala"", Pape, Rucavas pag., Dienvidkurzemes nov., LV-3477"
Kanālu iela 37 k-1, Jūrmala, LV-2008
1. līnija 12 k-1, Jūrmala, LV-2010
Bulduru prospekts 55 k-1, Jūrmala, LV-2010
Zemeņu iela 43 k-1, Jūrmala, LV-2008
Oļģerta iela 12A, Jūrmala, LV-2008
Puķu iela 71A, Jūrmala, LV-2008
Salas iela 3A, Jūrmala, LV-2015
Slokas iela 61C, Jūrmala, LV-2015
Svētes iela 1, Jūrmala, LV-2008
Slokas iela 84A, Jūrmala, LV-2008
Jāņa Pliekšāna iela 41 k-1, Jūrmala, LV-2015
Jāņa Pliekšāna iela 41 k-2, Jūrmala, LV-2015
Jāņa Pliekšāna iela 41 k-3, Jūrmala, LV-2015
Miera iela 10 k-1, Jūrmala, LV-2015
Jaunā iela 59 k-1, Jūrmala, LV-2015
Ķemeru iela 37 k-1, Jūrmala, LV-2015
Konkordijas iela 24 k-1, Jūrmala, LV-2015
Aveņu iela 6A, Jūrmala, LV-2008
Krišjāņa Barona iela 26A, Jūrmala, LV-2010
Dzirnavu iela 58, Jūrmala, LV-2011
Vārnukroga ceļš 8 k-5, Jūrmala, LV-2010
Tirzas iela 44A, Jūrmala, LV-2011
Brīvības prospekts 88 k-1, Jūrmala, LV-2010
Kantora iela 2 k-4, Jūrmala, LV-2010
Konkordijas iela 62A, Jūrmala, LV-2015
Tirgoņu iela 6 k-1, Jūrmala, LV-2015
Bulduru prospekts 84 k-1, Jūrmala, LV-2010
Bulduru prospekts 84 k-2, Jūrmala, LV-2010
Bulduru prospekts 84 k-3, Jūrmala, LV-2010
Rīgas iela 7 k-1, Jūrmala, LV-2015
Rīgas iela 7 k-2, Jūrmala, LV-2015
Rīgas iela 7 k-3, Jūrmala, LV-2015
Rīgas iela 7 k-4, Jūrmala, LV-2015
Meža prospekts 6 k-1, Jūrmala, LV-2010
Meža prospekts 6 k-2, Jūrmala, LV-2010
Rīgas iela 31 k-1, Jūrmala, LV-2015
Rīgas iela 31 k-2, Jūrmala, LV-2015
Rīgas iela 31 k-3, Jūrmala, LV-2015
Tvaikoņu iela 8 k-1, Jūrmala, LV-2010
Mežsargu iela 38, Jūrmala, LV-2008
Zemeņu iela 70, Jūrmala, LV-2008
Valtera prospekts 49A, Jūrmala, LV-2008
Jūrmalas gatve 99B, Rīga, LV-1029
Jūrmalas gatve 95B, Rīga, LV-1029
Lašu iela 13, Jūrmala, LV-2010
Lašu iela 14, Jūrmala, LV-2010
Lašu iela 16, Jūrmala, LV-2010
Lašu iela 17, Jūrmala, LV-2010
Lašu iela 18, Jūrmala, LV-2010
Lašu iela 19, Jūrmala, LV-2010
Lašu iela 20, Jūrmala, LV-2010
Lašu iela 21, Jūrmala, LV-2010
Lašu iela 22, Jūrmala, LV-2010
Lašu iela 23, Jūrmala, LV-2010
Lašu iela 24, Jūrmala, LV-2010
Lašu iela 25, Jūrmala, LV-2010
Lašu iela 26, Jūrmala, LV-2010
Lašu iela 27, Jūrmala, LV-2010
Lašu iela 28, Jūrmala, LV-2010
Lašu iela 30, Jūrmala, LV-2010
Lašu iela 31, Jūrmala, LV-2010
Lašu iela 32, Jūrmala, LV-2010
Lašu iela 34, Jūrmala, LV-2010
Liepājas iela 14, Jūrmala, LV-2012
Gulbju iela 69A, Jūrmala, LV-2008
"""Lielupe 7702 k-2"", Jūrmala, LV-2010"
Lielais prospekts 2B, Jūrmala, LV-2010
Edinburgas prospekts 10A k-1, Jūrmala, LV-2010
Mastu iela 1A, Jūrmala, LV-2010
Edinburgas prospekts 2, Jūrmala, LV-2015
Lienes iela 2A, Jūrmala, LV-2015
Abavas iela 15, Jūrmala, LV-2015
Kronvalda iela 17, Jūrmala, LV-2008
Kanālu iela 20A, Jūrmala, LV-2008
Stacijas iela 20, Jūrmala, LV-2008
Laimdotas iela 15, Jūrmala, LV-2008
Kaņiera iela 5, Jūrmala, LV-2011
Brocēnu iela 1A, Jūrmala, LV-2012
Bulduru prospekts 87 k-1, Jūrmala, LV-2010
Bulduru prospekts 87 k-2, Jūrmala, LV-2010
Bulduru prospekts 87 k-3, Jūrmala, LV-2010
Krūzes iela 7, Jūrmala, LV-2010
Ežu iela 2 k-1, Jūrmala, LV-2011
Ežu iela 2 k-2, Jūrmala, LV-2011
19. līnija 2 k-1, Jūrmala, LV-2010
Edinburgas prospekts 51 k-2, Jūrmala, LV-2015
18. līnija 1 k-1, Jūrmala, LV-2010
2. līnija 11 k-1, Jūrmala, LV-2010
Braslas iela 4 k-1, Jūrmala, LV-2008
Aglonas iela 4 k-1, Jūrmala, LV-2015
Aglonas iela 4 k-2, Jūrmala, LV-2015
Amatas iela 4/6, Jūrmala, LV-2008
Amatas iela 4/6 k-1, Jūrmala, LV-2008
Amatas iela 4/6 k-2, Jūrmala, LV-2008
Amatas iela 4/6 k-3, Jūrmala, LV-2008
Amatas iela 4/6 k-4, Jūrmala, LV-2008
Amatas iela 4/6 k-5, Jūrmala, LV-2008
Amatas iela 4/6 k-6, Jūrmala, LV-2008
Amatas iela 4/6 k-7, Jūrmala, LV-2008
Amatas iela 4/6 k-8, Jūrmala, LV-2008
Amatas iela 4/6 k-9, Jūrmala, LV-2008
Amatas iela 4/6 k-10, Jūrmala, LV-2008
Jāņa Pliekšāna iela 91 k-2, Jūrmala, LV-2015
Jāņa Pliekšāna iela 91 k-3, Jūrmala, LV-2015
Jāņa Pliekšāna iela 91 k-4, Jūrmala, LV-2015
2. līnija 8A k-1, Jūrmala, LV-2010
2. līnija 8A k-2, Jūrmala, LV-2010
Aglonas iela 2 k-1, Jūrmala, LV-2015
Jūrmalas gatve 21, Rīga, LV-1083
Aizputes iela 11 k-2, Jūrmala, LV-2010
Aizputes iela 11 k-3, Jūrmala, LV-2010
Aizputes iela 11 k-4, Jūrmala, LV-2010
Aizputes iela 11 k-5, Jūrmala, LV-2010
Aizputes iela 11 k-7, Jūrmala, LV-2010
Aizputes iela 11 k-8, Jūrmala, LV-2010
Aizputes iela 11 k-9, Jūrmala, LV-2010
Aizputes iela 11 k-11, Jūrmala, LV-2010
Aizputes iela 11 k-13, Jūrmala, LV-2010
Aizputes iela 11 k-14, Jūrmala, LV-2010
Aizputes iela 11 k-15, Jūrmala, LV-2010
Aizputes iela 16 k-1, Jūrmala, LV-2010
Asaru prospekts 17 k-1, Jūrmala, LV-2008
Artūra iela 8 k-1, Jūrmala, LV-2008
Asaru prospekts 19 k-1, Jūrmala, LV-2008
Kanālu iela 46 k-1, Jūrmala, LV-2008
Asaru prospekts 37 k-1, Jūrmala, LV-2008
Sūnu iela 10A, Jūrmala, LV-2008
Amulas iela 4 k-1, Jūrmala, LV-2015
Baļķu iela 5 k-2, Jūrmala, LV-2008
Baļķu iela 5 k-3, Jūrmala, LV-2008
Baļķu iela 5 k-4, Jūrmala, LV-2008
Baļķu iela 5 k-5, Jūrmala, LV-2008
Baļķu iela 5 k-6, Jūrmala, LV-2008
Baļķu iela 5 k-7, Jūrmala, LV-2008
Baļķu iela 5 k-8, Jūrmala, LV-2008
Baļķu iela 5 k-9, Jūrmala, LV-2008
Admirāļu iela 8 k-1, Jūrmala, LV-2015
Aiviekstes iela 3A k-1, Jūrmala, LV-2015
Aiviekstes iela 3A k-2, Jūrmala, LV-2015
Andreja Upīša iela 11 k-1, Jūrmala, LV-2012
Artilērijas iela 3 k-1, Jūrmala, LV-2011
Pērses iela 4 k-1, Jūrmala, LV-2008
Andreja iela 9 k-1, Jūrmala, LV-2008
Andreja iela 9 k-2, Jūrmala, LV-2008
Priežu iela 18 k-1, Jūrmala, LV-2008
Ausekļa iela 8, Jūrmala, LV-2008
Aspazijas iela 4 k-1, Jūrmala, LV-2015
Andreja Upīša iela 16 k-1, Jūrmala, LV-2012
Jaunā iela 35 k-1, Jūrmala, LV-2015
Aiviekstes iela 2 k-1, Jūrmala, LV-2015
Ātrā iela 10 k-1, Jūrmala, LV-2015
Atbalss iela 3/5 k-1, Jūrmala, LV-2011
Rīgas iela 34A k-1, Jūrmala, LV-2015
Paula Stradiņa iela 6 k-1, Jūrmala, LV-2010
Paula Stradiņa iela 6 k-2, Jūrmala, LV-2010
Amulas iela 2 k-1, Jūrmala, LV-2015
Atbalss iela 9 k-1, Jūrmala, LV-2011
Ausekļa iela 15A k-1, Jūrmala, LV-2008
Dzintaru prospekts 20 k-2, Jūrmala, LV-2015
Alberta Kronenberga iela 7 k-1, Jūrmala, LV-2011
Ārijas iela 6 k-1, Jūrmala, LV-2008
Ātrā iela 7 k-1, Jūrmala, LV-2015
Mellužu prospekts 7 k-2, Jūrmala, LV-2008
Mellužu prospekts 7 k-3, Jūrmala, LV-2008
Avotu iela 10 k-1, Jūrmala, LV-2015
Avotu iela 10A, Jūrmala, LV-2015
Atbalss iela 1 k-1, Jūrmala, LV-2008
Atbalss iela 1 k-2, Jūrmala, LV-2008
Atbalss iela 1 k-3, Jūrmala, LV-2008
Atbalss iela 1 k-4, Jūrmala, LV-2008
Atbalss iela 1 k-5, Jūrmala, LV-2008
Atbalss iela 1 k-6, Jūrmala, LV-2008
Atbalss iela 1 k-7, Jūrmala, LV-2008
Atbalss iela 1 k-8, Jūrmala, LV-2008
Atbalss iela 1 k-9, Jūrmala, LV-2008
Atbalss iela 1 k-10, Jūrmala, LV-2008
Atbalss iela 1 k-11, Jūrmala, LV-2008
Atbalss iela 1 k-12, Jūrmala, LV-2008
Atbalss iela 1 k-13, Jūrmala, LV-2008
Atbalss iela 1 k-14, Jūrmala, LV-2008
Atbalss iela 1 k-15, Jūrmala, LV-2008
Atbalss iela 1 k-16, Jūrmala, LV-2008
Atbalss iela 1 k-17, Jūrmala, LV-2008
Atbalss iela 1 k-18, Jūrmala, LV-2008
Atbalss iela 1 k-19, Jūrmala, LV-2008
Atbalss iela 1 k-20, Jūrmala, LV-2008
Atbalss iela 1 k-21, Jūrmala, LV-2008
Atbalss iela 1 k-22, Jūrmala, LV-2008
Atbalss iela 1 k-23, Jūrmala, LV-2008
Atbalss iela 1 k-24, Jūrmala, LV-2008
Ātrā iela 12 k-1, Jūrmala, LV-2015
Aveņu iela 18 k-1, Jūrmala, LV-2008
Priedaines iela 8, Jūrmala, LV-2010
Priedaines iela 12, Jūrmala, LV-2010
Priedaines iela 8 k-1, Jūrmala, LV-2010
Priedaines iela 2, Jūrmala, LV-2010
Ātrā iela 16 k-1, Jūrmala, LV-2015
Ātrā iela 16 k-2, Jūrmala, LV-2015
Mellužu prospekts 75 k-2, Jūrmala, LV-2008
Mellužu prospekts 75 k-3, Jūrmala, LV-2008
Mellužu prospekts 75 k-4, Jūrmala, LV-2008
Baznīcas iela 13 k-2, Jūrmala, LV-2015
Ātrā iela 6 k-1, Jūrmala, LV-2015
Ātrā iela 14 k-1, Jūrmala, LV-2015
Ātrā iela 8 k-1, Jūrmala, LV-2015
Babītes iela 17 k-1, Jūrmala, LV-2010
Babītes iela 17 k-2, Jūrmala, LV-2010
Svitenes iela 3 k-1, Jūrmala, LV-2008
Kleistes iela 3 k-2, Jūrmala, LV-2010
Aizputes iela 11 k-16, Jūrmala, LV-2010
Balvu iela 4 k-3, Jūrmala, LV-2015
Baznīcas iela 29 k-2, Jūrmala, LV-2015
Baznīcas iela 2 k-3, Jūrmala, LV-2015
Baznīcas iela 2 k-6, Jūrmala, LV-2015
Bārtas iela 1 k-2, Jūrmala, LV-2008
Baložu iela 6 k-1, Jūrmala, LV-2008
Baznīcas iela 12/14 k-2, Jūrmala, LV-2015
Baznīcas iela 12/14 k-3, Jūrmala, LV-2015
Meža prospekts 58C, Jūrmala, LV-2010
Bauskas iela 12 k-4, Jūrmala, LV-2010
Bārtas iela 8 k-2, Jūrmala, LV-2008
Dubultu prospekts 108 k-1, Jūrmala, LV-2008
Jāņa Pliekšāna iela 12 k-4, Jūrmala, LV-2015
Jāņa Pliekšāna iela 12A, Jūrmala, LV-2015
Bulduru prospekts 56 k-2, Jūrmala, LV-2010
Birzes iela 11 k-2, Jūrmala, LV-2008
Bārtas iela 1A k-2, Jūrmala, LV-2008
Baznīcas iela 27 k-2, Jūrmala, LV-2015
Baznīcas iela 27 k-3, Jūrmala, LV-2015
Baznīcas iela 4 k-1, Jūrmala, LV-2015
Kalnu iela 12A, Jūrmala, LV-2008
Vidus prospekts 45 k-1, Jūrmala, LV-2010
Dzirnavu iela 50 k-2, Jūrmala, LV-2011
Bišu iela 11 k-2, Jūrmala, LV-2012
Bišu iela 11 k-3, Jūrmala, LV-2012
Bezdelīgu iela 4 k-2, Jūrmala, LV-2015
Bišu iela 15 k-2, Jūrmala, LV-2012
Bišu iela 15 k-3, Jūrmala, LV-2012
Vienības prospekts 29 k-1, Jūrmala, LV-2010
Bišu iela 13 k-2, Jūrmala, LV-2012
Bišu iela 13 k-3, Jūrmala, LV-2012
Bišu iela 13 k-4, Jūrmala, LV-2012
Bišu iela 24 k-3, Jūrmala, LV-2012
Brīvības prospekts 32 k-2, Jūrmala, LV-2015
Puķu iela 23 k-2, Jūrmala, LV-2008
Braslas iela 6 k-2, Jūrmala, LV-2008
Bulduru prospekts 102A k-4, Jūrmala, LV-2010
Bulduru prospekts 102A k-5, Jūrmala, LV-2010
Brocēnu iela 9 k-2, Jūrmala, LV-2012
Kleistes iela 6 k-1, Jūrmala, LV-2010
Muižas iela 12 k-1, Jūrmala, LV-2010
Brīvības prospekts 112 k-4, Jūrmala, LV-2010
Braslas iela 2E k-2, Jūrmala, LV-2008
Brocēnu iela 6 k-2, Jūrmala, LV-2012
Brīvības prospekts 76A k-2, Jūrmala, LV-2010
Blāzmas iela 6 k-2, Jūrmala, LV-2015
Cīruļu iela 113 k-2, Jūrmala, LV-2011
14. līnija 5 k-1, Jūrmala, LV-2010
Eduarda Veidenbauma iela 8A, Jūrmala, LV-2011
Cīruļu iela 87 k-2, Jūrmala, LV-2008
Bulduru prospekts 51 k-2, Jūrmala, LV-2010
Bulduru prospekts 51 k-3, Jūrmala, LV-2010
Bulduru prospekts 51 k-4, Jūrmala, LV-2010
Bulduru prospekts 51 k-5, Jūrmala, LV-2010
Bulduru prospekts 51 k-6, Jūrmala, LV-2010
Bulduru prospekts 51 k-7, Jūrmala, LV-2010
Bulduru prospekts 51 k-8, Jūrmala, LV-2010
Bulduru prospekts 51 k-9, Jūrmala, LV-2010
Bulduru prospekts 51 k-10, Jūrmala, LV-2010
Bulduru prospekts 58 k-3, Jūrmala, LV-2010
Bulduru prospekts 49 k-2, Jūrmala, LV-2010
Bulduru prospekts 49 k-3, Jūrmala, LV-2010
Murdu iela 5, Jūrmala, LV-2016
Cīruļu iela 13 k-1, Jūrmala, LV-2008
Bulduru prospekts 97 k-2, Jūrmala, LV-2010
Bulduru prospekts 53 k-2, Jūrmala, LV-2010
Bulduru prospekts 86 k-2, Jūrmala, LV-2010
Bulduru prospekts 28 k-2, Jūrmala, LV-2010
Bulduru prospekts 81 k-2, Jūrmala, LV-2010
Bulduru prospekts 81 k-4, Jūrmala, LV-2010
Bulduru prospekts 98 k-1, Jūrmala, LV-2010
Bulduru prospekts 57 k-2, Jūrmala, LV-2010
Bulduru prospekts 57 k-3, Jūrmala, LV-2010
Bulduru prospekts 5 k-3, Jūrmala, LV-2010
Bulduru prospekts 5 k-4, Jūrmala, LV-2010
Bulduru prospekts 5 k-5, Jūrmala, LV-2010
Bulduru prospekts 29 k-2, Jūrmala, LV-2010
Bulduru prospekts 29 k-4, Jūrmala, LV-2010
Bulduru prospekts 29 k-5, Jūrmala, LV-2010
Bulduru prospekts 45 k-1, Jūrmala, LV-2010
Bulduru prospekts 45 k-2, Jūrmala, LV-2010
Jūrmalas gatve 136A, Rīga, LV-1029
Smilšu iela 21 k-2, Jūrmala, LV-2015
Smilšu iela 21 k-3, Jūrmala, LV-2015
4. līnija 12 k-1, Jūrmala, LV-2010
Dārzu iela 55A k-2, Jūrmala, LV-2008
Dārzu iela 29 k-2, Jūrmala, LV-2008
Dārzu iela 9 k-1, Jūrmala, LV-2008
Daugavas iela 30 k-2, Jūrmala, LV-2008
Dārzu iela 27 k-2, Jūrmala, LV-2008
Dārzu iela 20 k-2, Jūrmala, LV-2008
Dārzu iela 10 k-2, Jūrmala, LV-2008
Dārzu iela 10 k-3, Jūrmala, LV-2008
Dārzu iela 57 k-1, Jūrmala, LV-2008
Aspazijas iela 1 k-2, Jūrmala, LV-2015
Marijas iela 11 k-3, Jūrmala, LV-2008
Cēsu iela 7 k-2, Jūrmala, LV-2010
Dagdas iela 1 k-2, Jūrmala, LV-2015
Dagdas iela 1 k-3, Jūrmala, LV-2015
Dagdas iela 1 k-4, Jūrmala, LV-2015
Dagdas iela 1 k-5, Jūrmala, LV-2015
Dāvja iela 24 k-2, Jūrmala, LV-2008
Dāvja iela 24 k-3, Jūrmala, LV-2008
Andreja Upīša iela 14 k-2, Jūrmala, LV-2012
Mazā Jelgavas iela 27 k-1, Jūrmala, LV-2010
Mazā Jelgavas iela 27 k-3, Jūrmala, LV-2010
Mazā Jelgavas iela 27 k-5, Jūrmala, LV-2010
Mazā Jelgavas iela 27 k-10, Jūrmala, LV-2010
Dārzu iela 63 k-1, Jūrmala, LV-2008
Alejas iela 11 k-2, Jūrmala, LV-2012
Melleņu iela 2, Jūrmala, LV-2008
Dubultu prospekts 102 k-2, Jūrmala, LV-2008
Dubultu prospekts 102 k-3, Jūrmala, LV-2008
Dubultu prospekts 102 k-4, Jūrmala, LV-2008
Dubultu prospekts 17 k-2, Jūrmala, LV-2015
Dubultu prospekts 17 k-3, Jūrmala, LV-2015
Dubultu prospekts 18 k-2, Jūrmala, LV-2015
Dubultu prospekts 18 k-3, Jūrmala, LV-2015
Druvu iela 14 k-2, Jūrmala, LV-2008
Dubultu prospekts 37 k-1, Jūrmala, LV-2015
Dubultu prospekts 37 k-2, Jūrmala, LV-2015
Dārzu iela 23 k-2, Jūrmala, LV-2008
Dārzu iela 23 k-3, Jūrmala, LV-2008
Dubultu prospekts 51 k-2, Jūrmala, LV-2015
Dubultu prospekts 51 k-3, Jūrmala, LV-2015
Dubultu prospekts 51 k-4, Jūrmala, LV-2015
Dubultu prospekts 63 k-2, Jūrmala, LV-2015
Dubultu prospekts 63 k-3, Jūrmala, LV-2015
Dubultu prospekts 67 k-2, Jūrmala, LV-2015
Dubultu prospekts 57 k-2, Jūrmala, LV-2015
Dubultu prospekts 100 k-2, Jūrmala, LV-2008
Dubultu prospekts 100 k-3, Jūrmala, LV-2008
Dubultu prospekts 30 k-2, Jūrmala, LV-2015
Murdu iela 6 k-2, Jūrmala, LV-2016
Dubultu prospekts 115 k-2, Jūrmala, LV-2008
Dubultu prospekts 101 k-2, Jūrmala, LV-2008
Dubultu prospekts 121 k-2, Jūrmala, LV-2008
Dubultu prospekts 5 k-2, Jūrmala, LV-2015
Ceriņu iela 7 k-1, Jūrmala, LV-2015
Dubultu prospekts 116A, Jūrmala, LV-2008
Dubultu prospekts 116A k-1, Jūrmala, LV-2008
Dubultu prospekts 64 k-2, Jūrmala, LV-2015
Dubultu prospekts 64 k-3, Jūrmala, LV-2015
Dubultu prospekts 64 k-4, Jūrmala, LV-2015
Dubultu prospekts 33 k-2, Jūrmala, LV-2015
Dubultu prospekts 33 k-3, Jūrmala, LV-2015
Dubultu prospekts 70 k-2, Jūrmala, LV-2015
Dubultu prospekts 70 k-3, Jūrmala, LV-2015
Dubultu prospekts 70 k-4, Jūrmala, LV-2015
Dubultu prospekts 70 k-5, Jūrmala, LV-2015
Dubultu prospekts 70 k-6, Jūrmala, LV-2015
Dubultu prospekts 80 k-2, Jūrmala, LV-2008
Dubultu prospekts 80 k-3, Jūrmala, LV-2008
Dubultu prospekts 63A k-2, Jūrmala, LV-2015
Dubultu prospekts 63A k-3, Jūrmala, LV-2015
Dubultu prospekts 41 k-2, Jūrmala, LV-2015
Dubultu prospekts 9 k-1, Jūrmala, LV-2015
Dubultu prospekts 83 k-2, Jūrmala, LV-2008
Dubultu prospekts 78 k-2, Jūrmala, LV-2008
Dubultu prospekts 65 k-2, Jūrmala, LV-2015
Dubultu prospekts 65 k-3, Jūrmala, LV-2015
Dubultu prospekts 65 k-4, Jūrmala, LV-2015
Dubultu prospekts 47 k-2, Jūrmala, LV-2015
Dubultu prospekts 77 k-1, Jūrmala, LV-2008
Jaunā iela 9 k-2, Jūrmala, LV-2015
Upes iela 1 k-3, Jūrmala, LV-2008
Upes iela 1 k-4, Jūrmala, LV-2008
Upes iela 1 k-5, Jūrmala, LV-2008
Dārzkopības iela 14 k-2, Jūrmala, LV-2010
Dubultu prospekts 87 k-2, Jūrmala, LV-2008
Dubultu prospekts 88 k-2, Jūrmala, LV-2008
Dubultu prospekts 86 k-2, Jūrmala, LV-2008
Dubultu prospekts 86 k-3, Jūrmala, LV-2008
Dubultu prospekts 86 k-4, Jūrmala, LV-2008
Dreiliņu iela 21, Jūrmala, LV-2010
Dubultu prospekts 84 k-2, Jūrmala, LV-2008
Dubultu prospekts 84 k-3, Jūrmala, LV-2008
Dzelzceļa iela 52A k-2, Jūrmala, LV-2008
Dzimtenes iela 10 k-2, Jūrmala, LV-2008
Carnikavas iela 4 k-2, Jūrmala, LV-2015
Carnikavas iela 4 k-3, Jūrmala, LV-2015
Vārnukroga ceļš 9 k-3, Jūrmala, LV-2010
"""Vārnukrogs 2001"", Jūrmala, LV-2010"
Durbes iela 1 k-2, Jūrmala, LV-2012
Dārzkopības iela 8 k-1, Jūrmala, LV-2010
Dzelzceļa iela 59 k-2, Jūrmala, LV-2008
Dzintaru prospekts 14 k-2, Jūrmala, LV-2015
Dzintaru prospekts 14 k-3, Jūrmala, LV-2015
Dzintaru prospekts 14 k-4, Jūrmala, LV-2015
Dūņu ceļš 2 k-2, Jūrmala, LV-2012
Dūņu ceļš 2 k-3, Jūrmala, LV-2012
Dubultu prospekts 88A k-1, Jūrmala, LV-2008
Dreiliņu iela 9/11, Jūrmala, LV-2010
Dreiliņu iela 9/11 k-2, Jūrmala, LV-2010
Dzelzceļa iela 45 k-2, Jūrmala, LV-2008
Dzelzceļa iela 23 k-2, Jūrmala, LV-2008
Slokas iela 23 k-2, Jūrmala, LV-2015
Durbes iela 2 k-2, Jūrmala, LV-2012
Dzelzceļa iela 40 k-2, Jūrmala, LV-2008
Durbes iela 5 k-2, Jūrmala, LV-2012
Caunu iela 8, Jūrmala, LV-2008
Caunu iela 8D, Jūrmala, LV-2008
Kāpu iela 42B, Jūrmala, LV-2008
Dzirnavu iela 1 k-1, Jūrmala, LV-2011
Dzirnavu iela 111 k-2, Jūrmala, LV-2011
Madonas iela 7 k-2, Jūrmala, LV-2015
Madonas iela 7 k-3, Jūrmala, LV-2015
Madonas iela 7 k-4, Jūrmala, LV-2015
Madonas iela 7 k-5, Jūrmala, LV-2015
Turaidas iela 63 k-1, Jūrmala, LV-2015
Edinburgas prospekts 65 k-3, Jūrmala, LV-2015
Dzirnavu iela 11 k-2, Jūrmala, LV-2011
Dzintaru prospekts 52/54, Jūrmala, LV-2015
Dzintaru prospekts 52/54 k-2, Jūrmala, LV-2015
Dzintaru prospekts 52/54 k-3, Jūrmala, LV-2015
Jūrmalas iela 2C, Salacgrīva, Limbažu nov., LV-4033
Dzirnavu iela 10 k-2, Jūrmala, LV-2011
Dzintaru prospekts 8 k-2, Jūrmala, LV-2015
Edinburgas prospekts 61 k-2, Jūrmala, LV-2015
Dzintaru prospekts 56 k-2, Jūrmala, LV-2015
Dzirnavu iela 29A k-2, Jūrmala, LV-2011
Edinburgas prospekts 35 k-2, Jūrmala, LV-2015
Eiženijas iela 3A, Jūrmala, LV-2008
Dubultu prospekts 95 k-2, Jūrmala, LV-2008
Dubultu prospekts 95 k-3, Jūrmala, LV-2008
Dzirksteles iela 37 k-1, Jūrmala, LV-2011
Dzirnavu iela 99 k-2, Jūrmala, LV-2011
Dzirnavu iela 92 k-1, Jūrmala, LV-2011
Dzirnavu iela 92 k-2, Jūrmala, LV-2011
Dzirnavu iela 92 k-3, Jūrmala, LV-2011
Dzirnavu iela 92 k-4, Jūrmala, LV-2011
Dzirnavu iela 92 k-5, Jūrmala, LV-2011
Dzirnavu iela 92 k-6, Jūrmala, LV-2011
Dzirnavu iela 92 k-7, Jūrmala, LV-2011
Edinburgas prospekts 15 k-1, Jūrmala, LV-2015
Dzirnavu iela 8 k-1, Jūrmala, LV-2011
Dzirnavu iela 8 k-2, Jūrmala, LV-2011
Dzirnavu iela 8 k-3, Jūrmala, LV-2011
Edinburgas prospekts 1 k-2, Jūrmala, LV-2015
Durbes iela 2B k-2, Jūrmala, LV-2012
Durbes iela 2B k-1, Jūrmala, LV-2012
Eiženijas iela 8 k-2, Jūrmala, LV-2008
Edinburgas prospekts 67 k-2, Jūrmala, LV-2015
Edinburgas prospekts 67 k-3, Jūrmala, LV-2015
Dzintaru prospekts 66 k-2, Jūrmala, LV-2015
Dzintaru prospekts 11 k-1, Jūrmala, LV-2015
